,Hospital,State,City,LocalAddress,Pincode,Hospital Type,Hospital Ownership,User Ratings(out of 5)
1177,Dev Eye Hospital,Gujarat,Ahmedabad,"#405,Pratham Mangal Complex,Opp Vasna Telephone Exchange,Vasna",380007,"ENT Clinic -Ear, Nose, and Throat",Government,5
1178,Dev Hospital Dev Seva Trust,Gujarat,Ahmedabad,"Kesariyaji Bus Stop, Vasna Jivraj Mehta Hosp. Road,Vasna Ahmedabad-380007",380007,Cancer Treatment Center or Oncology Hospital,Government,4
1179,Dev Nandini Hospital,Uttar Pradesh,Hapur,"Garh Road,Hapur",245101,Pediatric Hospital,Voluntary non-profit ,4.1
1180,Dev Nursing Home,Maharashtra,Mumbai,"Shilpa Appartment, Ist Floor, Shankar Ghanekar Marg, Off Gokhale Road S), Dadar W-400028Shankar Ghanekar Marg,",400028,Cardiology Center,Proprietary,3.2
1181,Deva Matha Hospital,Kerala,Ernakulam,"Koothattukulam, Ernakulam Distkerala",686662,Pediatric Hospital,Voluntary non-profit ,4.5
1182,Devadhar Nursing Home,Maharashtra,Pune,"S.No. 901, Near Tapovan Mandir,Pimpri.",411017,Dental Clinic,Voluntary non-profit ,4.7
1183,Devadoss Multispeciality Hospital,Tamilnadu,Madurai,"#75/1,Alagarkovil Main Roadsurveyor Colony,",625007,Cardiology Center,Voluntary non-profit ,4.5
1184,Devaki Cancer Institute,Tamilnadu,Madurai,"#26,Theni Main Road,Arasaradi,Near Bypass Road",625016,Cardiology Center,Private,4.4
1185,Devaki Hospital,Tamilnadu,Sivagangai,"No.6/1,Kamban Mani Mandapam Road,Karaikudi,",630001,General Hospital,Government,3.9
1186,Devam Orthopaedic Hospital,Gujarat,Ahmedabad,"215-216, Sarvopari Mall, Near Bhuyangdev Cross Road, Sola Road, Ghatlodia, Ahmedabad- 380061, Gujarat",380061,"ENT Clinic -Ear, Nose, and Throat",Government,3.9
1187,Devamatha Hospital,Kerala,Koratty,# 365/15 Old Nh Near Post Offic Located Near To Christian Pilgrim Centre St.Mary'S Forane Church Koratty,680308,Pediatric Hospital,Private,4.9
1188,Devasya Kidney And Multispeciality Hospital,Gujarat,Ahmedabad,"3, Panchal Nagar Society, Opp Mehasana Society, Nava Vadaj Road,Vadaj",380013,Psychiatric Hospital or Mental Health Clinic,Proprietary,4.5
1189,Devi Laxmi Hospital,Chattisgarh,Raipur,"B-19/5,Ring Road,Tagore Nagar",492001,Pediatric Hospital,Proprietary,4.8
1190,Devi Nursing Home,Kerala,Malapuram,"Nilambur, Malappuram Dt.,Kerala-679329",679329,Pediatric Hospital,Voluntary non-profit ,4.2
1191,Devi Priya Hospital,Tamilnadu,Madurai,"12/54, A2G, T.B. Road,Usilampattiusilampatti, Madurai-625532.",625532,Cardiology Center,Private,4.9
1192,Devi Priya Life Care Hospital,Andhra Pradesh,Vizag,"58-1-433/2,Main Road,Santhinagar,Nad Post",530009,Cancer Treatment Center or Oncology Hospital,Proprietary,3.6
1193,Devi Super Speciality Eye Hospital Private Limited,Karnataka,Bangalore,"#434, 18Th Main, 80 Feet Road, 6Th Block Bus Depot. Block,Koramangala. Bangalore-560095",560095,Cancer Treatment Center or Oncology Hospital,Proprietary,5
1194,Devishiv Hospital,Uttar Pradesh,Lucknow,"B-328-B, Sector B, Mahanagar",226006,Orthopedic Hospital or Clinic,Voluntary non-profit ,3.9
1195,Devpushp Hospital,Gujarat,Baroda,"Devpushp Complex,Tulsidham Cross Road,Manjalpur",390011,Cardiology Center,Proprietary,4.8
1196,Devyane Hospital,Rajasthan,Alwar,"Kalakuan, Manumarg, Infront Of Bsnl Colony.",301001,General Hospital,Voluntary non-profit ,3.8
1197,Dewang Nursing Home (P) Ltd,Maharashtra,Thane,"Bhaveshwar Market, 2Nd Floor,M.G. Road, Ghatkopar (E).",400077,Orthopedic Hospital or Clinic,Proprietary,4.9
1198,Dewas Hospital And Research Centre,Madhya Pradesh,Dewas,"231,A.B. Road,Dewas",455001,Dental Clinic,Government,3.2
1199,Dey'S Hospital,Uttar Pradesh,Kanpur,"491, Kazi Khera, Lal Bangla, Kanpur, Uttar Pradesh-208007, Near Poonam Talkies",208007,Pediatric Hospital,Voluntary non-profit ,4.8
1200,Dhama Clinic & Medical Centre,Uttar Pradesh,Noida,"C-46, Sector-34, Noida",201307,Cardiology Center,Private,3.2
1201,Dhamdhere Hospital,Maharashtra,Pune,"Sanaswadi Poona Nagar Road,Talshirur",412208,"ENT Clinic -Ear, Nose, and Throat",Private,3.4
1202,Dhami Eye Care Hospital,Punjab,Ludhiana,# 82-B Kitchlu Nagar Ludhiana - 141001,141001,Psychiatric Hospital or Mental Health Clinic,Voluntary non-profit ,3.2
1203,Dhanshree Hospital,Maharashtra,Pune,"Gp-66, G Block, Midc,Chinchwad, Pune-411019.",411019,Psychiatric Hospital or Mental Health Clinic,Government,4.2
1204,Dhanush Hospital,Karnataka,Bagalkot,Mahaveer Road Bagalkot,587313,Pediatric Hospital,Voluntary non-profit ,4
1205,Dhanush Hospital,Karnataka,Kolar,"Behind Municipal Park,N.R.Extension,Chintamani,",563125,Psychiatric Hospital or Mental Health Clinic,Private,3.4
1206,Dhanush Hospital,Karnataka,Nagarbhavi,"#63, Byraveshwara Nagar 2Nd Main, Nagarbhavi Main Raod, Bangalore-560072",560072,Cardiology Center,Government,3.6
1207,Dhanvantari Fracture Orthopaedic & Arthroscopy Cntre,Maharashtra,Kolhapur,"# 1717,B 7Th Lane, Rajaranpuri, 7Th Lane, Maharashtra",416008,Cardiology Center,Private,3.6
1208,Dhanvantari Hospital,Gujarat,Baroda,"2Nd Floor,Nivedanam Complex,Soma Talaw Cross Road,Dabhoi Ring Road",390019,Cardiology Center,Private,3.7
1209,Dhanvantari Hospital (P) Ltd.,Maharashtra,Badlapur,"Thakkar Palza, Kulgaon (E), Badlapur, Thane - 421503Badlapur, Thane - 421 503.",421503,Cancer Treatment Center or Oncology Hospital,Voluntary non-profit ,3.3
1210,Dhanvantri Children'S Hospital & Nicu,Maharashtra,Thane,2Nd Floor Mohan Heritage Building Opp Tmc Office Panchpakhadi,400602,General Hospital,Voluntary non-profit ,4
1211,Dhanvantri Hospital & Research Centre,Rajasthan,Jaipur,"67/56-Manasarower,Heerapath",302020,Psychiatric Hospital or Mental Health Clinic,Government,4.2
1212,Dhanvantri Jeevan Rekha Ltd,Uttar Pradesh,Meerut,Umber One Near Gol Market,250003,"ENT Clinic -Ear, Nose, and Throat",Private,3.4
1213,Dhanwantari Hospital,Maharashtra,Pune,"Krishna Prasad Society Plot # 42, Rambaug Colony, Paud Road",411038,"ENT Clinic -Ear, Nose, and Throat",Private,4.1
1214,Dhanwantari Medical,Maharashtra,Pune,"Tilak Road, Pradhikaran, Maharashtra, Pune",411044,Eye Hospital or Ophthalmology Clinic,Voluntary non-profit ,4.5
1215,Dhanwantari Tomer Hospital,Uttar Pradesh,Bareilly,"35-A-2/11, Rampur Bagh.",243001,Dental Clinic,Private,4
1216,Dhanwantary Hospital & Iccu,Maharashtra,Mumbai,"545, Netaji Subhash Road, Mulund West, Mumbai",400080,General Hospital,Proprietary,4.9
1217,Dhanwantri Hospital & Research Centre,Rajasthan,Jaipur,"New Sagar Road, Mansarovar Jaipur ,",302020,Psychiatric Hospital or Mental Health Clinic,Proprietary,5
1218,Dharam Hospital,Punjab,Chandigarh,"#2040, Sector-15C, Near Traffic Lights",160015,Pediatric Hospital,Voluntary non-profit ,3.7
1219,Dharan Hospital,Tamilnadu,Salem,"14,Seela Naicken Patti By Pass. On A National Highway Salem",636201,Psychiatric Hospital or Mental Health Clinic,Voluntary non-profit ,3.3
1220,Dharani Nursing Home,Andhra Pradesh,Nalgonda,"Doctirs Colony, Miryalaguda.",508207,Pediatric Hospital,Voluntary non-profit ,4.1
1221,Dharma Orthopedic Center,Maharashtra,Pune,"D Building Om Mahavir Society,Irani Market Yerwada",411006,Eye Hospital or Ophthalmology Clinic,Proprietary,3.2
1222,Dharmashila Cancer Hospital & Research Centre,Delhi,Delhi,"Dharmashila Marg,Vasundhara Enclavevasundhara Enclave, Delhi - 96",110096,Psychiatric Hospital or Mental Health Clinic,Voluntary non-profit ,3.8
1223,Dhawan Hospital,Haryana,Panchkula,"Plot-1, Sector-7, Panchkula, Haryana",134109,Psychiatric Hospital or Mental Health Clinic,Government,4.8
1224,Dhiviya Nursing Home,Tamilnadu,Erode,"306, Chennimalai Road, Kangayam",638701,Dental Clinic,Voluntary non-profit ,3.4
1225,Dhruva Eye Hospital & Laser Centre,Gujarat,Rajkot,Rashtriya Shala Main Road,360002,Eye Hospital or Ophthalmology Clinic,Private,4.6
1226,Dhulabapu Kokare Memorial Hospital,Maharashtra,Pune,"Malavarchi Devi, Ring Road,Baramati",413102,General Hospital,Private,4.9
1227,Dhulipalla Hospital Guntur,Andhra Pradesh,Guntur,"12-25-179,Kothapet, Opp Sivalayam, Guntur-522001",522001,Orthopedic Hospital or Clinic,Voluntary non-profit ,4.9
1228,Dhvani Ent Hosptial,Gujarat,Vadodara,Near G.P.O. Raopura.,390001,Maternity Hospital or Birthing Center,Government,4
1229,Dhwani General Hospital,Gujarat,Ahmedabad,"#28,New Kamlesh Society,Odhav",382215,"ENT Clinic -Ear, Nose, and Throat",Proprietary,4
1230,Diagram Health Care,Karnataka,Bangalore,"4, R.M.V.Extensionmekhri Circle",560080,General Hospital,Private,4.9
1231,Dilkusha Nursing Home Pvt Ltd,West Bengal,Kolkata,94A Dilkusha Street Kolkata,700017,Maternity Hospital or Birthing Center,Government,5
1232,Dinesh Nursing Home,Tamilnadu,Madurai,"No.6-1-33,West Street,Viswanathapuram, Madurai-625014",625014,Pediatric Hospital,Voluntary non-profit ,3.1
1233,Dipa Children Hospital&Micu,Gujarat,Ahmedabad,"Bhagwati Complex, Mahalaxmi Paladi.",380007,Cancer Treatment Center or Oncology Hospital,Government,3.4
1234,Disha Eye Hospital & Research Centre Pvt Ltd,West Bengal,Kolkata,"88(63A) Ghosh Para Road, Barrackpore",700120,Pediatric Hospital,Proprietary,3.8
1235,Disha Eye Hospital (Hoogly) Pvt Ltd,West Bengal,Hooghly,"14.G.T. Road, Shedraphully, West Bengal",712223,Pediatric Hospital,Private,4.4
1236,Dispur Polyclinic & Nursing Home,Assam,Guwahati,Ganeshguri Chariali,781001,Dental Clinic,Proprietary,4.7
1237,Divakars Global Hospitals,Karnataka,Bangalore,"No.220, 9Th Cross, J.P.Nagar 2Nd Phase, Bangalore-560078",560078,Maternity Hospital or Birthing Center,Private,3.9
1238,Divine Heart Hospital & Resesarch Centre,Uttar Pradesh,Lucknow,"Virajkhand-5,Gomti Nagar",226010,General Hospital,Government,4.5
1239,Divine Medical Centre,Kerala,Trichur,Wadakkancherywadakkanchery,680590,Dental Clinic,Voluntary non-profit ,4.4
1240,Divine Multispeciality Hospital & Research Centre,Maharashtra,Navi Mumbai,"Plot No 21, Near Ekta Society, Sector 6, Ghansoli, Navi Mumbai-400701",400701,Eye Hospital or Ophthalmology Clinic,Government,4.4
1241,Divine Nursing Home Pvt Ltd,West Bengal,Kolkata,"11A, Abinash Chandra Banerjee Lane,Beliaghata.",700010,Orthopedic Hospital or Clinic,Proprietary,4.9
1242,Divine Speciality Hospital,Karnataka,Bangalore,"#110,6H Main,I.T.I Layout,Benson Town Post",560046,Pediatric Hospital,Private,4.2
1243,Divya Eye Clinic,Maharashtra,Pune,"F-2,Shakun Apts, Above Bank Of Maharashtra ,Sanghavinagar,Aunoh,Pune",411007,Dental Clinic,Proprietary,3.9
1244,Divya Prabha Eye Hospital,Kerala,Trivandrum,"Padinjatil Lane,Kumarapuram",695011,"ENT Clinic -Ear, Nose, and Throat",Proprietary,4.2
1245,Divya Prastha Hospital,Delhi,Delhi,"Rz-37,Main Road,Palam Colony,",110045,"ENT Clinic -Ear, Nose, and Throat",Private,3.4
1246,Divyadrishti Eye Hosptial,Karnataka,Bangalore,"996/22, Service Road,Rpc Layout, Bangalore",560040,Eye Hospital or Ophthalmology Clinic,Private,4.3
1247,Dm Eye Care Delhi Pvt Ltd (Aster),Haryana,Faridabad,5E/08 Railway Road Near Neelam Chowk,121001,"ENT Clinic -Ear, Nose, and Throat",Voluntary non-profit ,4.9
1248,Dm Wims ( Wayanad Institute Of Medical Secience),Kerala,Wayanad,"Naseera Nagar, Meppadi, Wayanda, Kerala",673577,Pediatric Hospital,Proprietary,3.2
1249,Doctor House,Gujarat,Mehsana,"Jail Road, Mehsana",384002,Eye Hospital or Ophthalmology Clinic,Voluntary non-profit ,5
1250,Doctor Rex'S Hospital,Tamilnadu,Chennai,"# 37, Millers Road, Kilpauk",600010,"ENT Clinic -Ear, Nose, and Throat",Voluntary non-profit ,4.7
1251,Dogra Nursing Home & Endoscopy Centre,Punjab,Chandigarh,House No -8 Sector-19 A,160019,Orthopedic Hospital or Clinic,Private,3.3
1252,Dolphin Children Hospital,Andhra Pradesh,Hyderabad,"17-87,Road #1,Kamalanagar,Chaitanyapuri,Dilsukhnagar",500060,Cardiology Center,Proprietary,3.3
1253,Domjur Nursing Home,West Bengal,Howrah,Attached To Hazra Building,711405,Orthopedic Hospital or Clinic,Voluntary non-profit ,4.3
1254,Doshi Nursing Home,Maharashtra,Mumbai,"Amrut Kunj, Near Rly Station, Mg Road, Ghatkopar East-400077",400077,General Hospital,Voluntary non-profit ,3.9
1255,Down Town Hospital Ltd,Assam,Guwahati,"G.S. Road, Dispur",781005,Cardiology Center,Government,4.7
1256,Dr A.M Vaze,Maharashtra,Mumbai,Shivaji Park,400028,Cardiology Center,Voluntary non-profit ,4.8
1257,Dr Agarwal'S Eye Hospital Ltd,Tamilnadu,Chennai,"19, Cathedral Road",600086,Dental Clinic,Government,3.3
1258,Dr Agarwal'S Eye Hospital Ltd (Nanganallur),Tamilnadu,Nanganallur,"Ophthalmology Dept Margreet Sydney Hospital No 13, 2Nd Street Nanganallur Chennai-600061",600061,Pediatric Hospital,Proprietary,4.8
1259,Dr Agarwal'S Healthcare Ltd,Andhra Pradesh,Hyderabad,"18-92/C,D,E, S.S Towers Chaitanyapuri X Road Dilsukhnagar-500060Dilsukhnagar",500060,"ENT Clinic -Ear, Nose, and Throat",Private,4
1260,Dr Agarwal'S Healthcare Ltd,Andhra Pradesh,Secunderabad,"Matarani Sensation 8-1-386, 387-8467 Rastrapati Road Secunderabad-500003",500003,Maternity Hospital or Birthing Center,Government,3.4
1261,Dr Agarwal'S Healthcare Ltd.,Karnataka,Bangalore,"Kade, Complex No 869, 2Nd Stage, Wcr 3Rd Stage, Basaveshwaranagar",560079,Pediatric Hospital,Government,3.5
1262,Dr Agarwals Eye Hospital Ltd,Tamilnadu,Chennai,"#107, A Block 3Rd Avenue Anna Nagar Near",600040,Eye Hospital or Ophthalmology Clinic,Proprietary,3.9
1263,Dr Agarwals Eye Hospital Ltd,Tamilnadu,Chennai,"#33,7Th Avenue,Ashok Nagar",600083,Pediatric Hospital,Proprietary,4
1264,Dr Agarwals Eye Hospital Ltd,Tamilnadu,Chennai,"No-6, Duraisamy Street Tdk Towers Tambaram",600045,Pediatric Hospital,Government,3.7
1265,Dr Agarwals Eye Hospital Ltd,Tamilnadu,Kanchipuram,"#32-B,Indiragandhi Road Opp Taluk Office",631502,Pediatric Hospital,Private,3.5
1266,Dr Agarwals Eye Hospital Ltd (Dharmapuri),Tamilnadu,Dharmapuri,"136 1St Floor,Nethaji Bye Pass Road",636701,General Hospital,Private,4.3
1267,Dr Agarwals Eye Hospital Ltd (Gopalapuram),Tamilnadu,Chennai,Retina Foudation No 31 1St Street Gopalapuram,600086,Cancer Treatment Center or Oncology Hospital,Voluntary non-profit ,3.5
1268,Dr Agarwals Eye Hospital Ltd (Kumbakonam),Tamilnadu,Kumbakonam,"2/381, Indiranagar,Kumbakonam",612001,Cardiology Center,Voluntary non-profit ,4
1269,Dr Agarwals Eye Hospital Ltd (Periyar Nagar),Tamilnadu,Chennai,"B-63, Siva Elango Salai 70Feet Road, Periyar Nagar",600082,Maternity Hospital or Birthing Center,Voluntary non-profit ,4.3
1270,Dr Agarwals Eye Hospital Ltd (Salem),Tamilnadu,Salem,"#114/7,Gandhi Road,Salem",636007,Pediatric Hospital,Government,3.4
1271,Dr Agarwals Eye Hospital Ltd (Villupuram),Tamilnadu,Villupuram,"#19, Trichy Trunk Road,Near To Villupuram Signal",605602,Orthopedic Hospital or Clinic,Voluntary non-profit ,4.8
1272,Dr Andals Lakshmi Fertility Reserch & Laparoscopic Surgical Centre,Andhra Pradesh,Nellore,"16-2-94, Pogathota, Near Raghava Cini Complex, Nellore-524001",524001,Orthopedic Hospital or Clinic,Government,4.8
1273,Dr Baliga Nursing Home,Maharashtra,Mumbai,"Paras, S.V.Road, Goregaon W-400062Mumbai-400062",400062,Psychiatric Hospital or Mental Health Clinic,Private,4.7
1274,Dr Bandal Arogya Hospital,Maharashtra,Thane,"1St Floor, Golden Park, Opp.Navneet Motors, L.B.S. Marg, Thane West",400601,Cancer Treatment Center or Oncology Hospital,Proprietary,3.2
1275,Dr D Y Patil Hospital & Research Centre,Maharashtra,Mumbai,"Sector-5,Nerul",400706,Orthopedic Hospital or Clinic,Proprietary,4
1276,Dr Handral Nursing Home,Karnataka,Ranbennur,"No.14,Rajendra Nagar,",581110,Pediatric Hospital,Proprietary,3.8
1277,Dr Kamakshi National Hospital,Tamilnadu,Chennai,No 12 Jaffer Serang Streetsecond Line Beach Chennai,600001,Maternity Hospital or Birthing Center,Private,4.4
1278,Dr Kandoi Ashirwad Hospitals,Maharashtra,Mumbai,Ganesh Ashish Apt Vadavli Section Ambernath(E),421501,General Hospital,Proprietary,3.6
1279,Dr Kundan Lal Hospital,Punjab,Sangrur,"Ahmedgarh,",148021,Psychiatric Hospital or Mental Health Clinic,Government,3.5
1280,Dr Lankesh Eye Hospital Pvt Ltd,Tamilnadu,Ashok Nagar,No-2 41St Street. 6Th Avenue. Ashok Nagarashok Nagar,600083,"ENT Clinic -Ear, Nose, and Throat",Proprietary,4.6
1281,Dr Lodaya Hospital,Karnataka,Ranbennur,"Ashwini Nagar,Just Behind Bus Stand,",581110,Cancer Treatment Center or Oncology Hospital,Proprietary,3.5
1282,Dr M Prakash Hospital & Medical Research Centre,Uttar Pradesh,Meerut,Begum Bridge Road Gic Near Meerect,250001,Psychiatric Hospital or Mental Health Clinic,Voluntary non-profit ,3.9
1283,Dr Mahadevappa Eye Laser Hospital,Karnataka,Tumkur,"15Th Cross, S.S. Puram, (Horticulture Office Road) Tumkur-572102",572102,Pediatric Hospital,Private,4
1284,Dr Manoharan Hospital,Tamilnadu,Coimbatore,"No.1210,Thadagam Road,Near To Aavin Milk Company,R.S. Puram,",641002,Psychiatric Hospital or Mental Health Clinic,Proprietary,3.6
1285,Dr Nutan Shah Eye Hospital & Advanced Phaco Centre,Gujarat,Baroda,"1, Devdeep Complex, Delux Cross, Nizampura",390002,Psychiatric Hospital or Mental Health Clinic,Private,4
1286,Dr Pattabhirama Rao (Siromani Hospital),Andhra Pradesh,Kothagudem,"No.4-1-7,Ramnagar,Kothagudem-507101",507101,Eye Hospital or Ophthalmology Clinic,Private,4.6
1287,Dr Rama Sofat Hospital,Punjab,Ludhiana,"No.435,College Road,Adjacent Malwa Girls Khalsa School,",141001,"ENT Clinic -Ear, Nose, and Throat",Private,4.1
1288,Dr Ramesh Hospital For Piles & Proctology,Karnataka,Mysore,410 Contour Road Gokulam Mysore -570002,570002,Psychiatric Hospital or Mental Health Clinic,Private,3.4
1289,Dr Rane Hospital (P) Ltd,Maharashtra,Mumbai,"37,Pestom Sagar, Chembur37, Pestom Sagar, Chembur",400089,Maternity Hospital or Birthing Center,Proprietary,4.5
1290,Dr Rani Menon'S Eye Clinic,Kerala,Thrissur,"18/470, Civil Lane Road, Chungam, Thrissur Kerala-680004",680004,"ENT Clinic -Ear, Nose, and Throat",Government,3.4
1291,Dr Sreedhar'S Kidney & Multispeciality Hospital,Andhra Pradesh,Hyderabad,"No.13-6-437/1/L/1,Khaderbagh,Nanal Nagar,",500008,Cancer Treatment Center or Oncology Hospital,Private,3.4
1292,Dr Ysr Memorial Hospital,Andhra Pradesh,Ananthapur,"#12-2-878, 1Cross, Sai Nagar, Anantapur-515001 (A.P.)",515001,Pediatric Hospital,Voluntary non-profit ,5
1293,Dr. A. Ansari Hospital,Tamilnadu,Nagapattanam,"# 20, Naganathar Sannadhi, Nagapattinam, Tamilnadu",611001,Maternity Hospital or Birthing Center,Voluntary non-profit ,4.9
1294,Dr. A. Govindarajan Eye Hospitals,Tamilnadu,Trichy,"No: 6, Officer'S Colony, Puthur Tiruchirapalli-620017Trichy",620017,Dental Clinic,Private,3.5
1295,Dr. Agarwal'S Eye Hospital (Rep By Dr. Agarwal'S Health Care Ltd.),Andhra Pradesh,Hyderabad,"#6-3-712/80 And 81, Punjagutta Colony, Hyderabad, A.P.-500082",500082,Psychiatric Hospital or Mental Health Clinic,Private,3.9
1296,Dr. Agarwal'S Eye Hospital (Rep. By Dr. Agarwal'S Health Care Ltd.),Orissa,Cuttack,"Bbc Tower, Link Road Square, Madhupatna, Cuttack-753010",753010,Maternity Hospital or Birthing Center,Proprietary,4.5
1297,Dr. Ajayan'S Multispeciality Hospital,Maharashtra,Mumbai,"Plot #6, Sector-9, Opposite Rf Naik School Ground, Koparkhairane",400709,Orthopedic Hospital or Clinic,Voluntary non-profit ,4.3
1298,Dr. Akbar Eye Hospital,Andhra Pradesh,Ananthapur,#12-3-2 346Th Lane Sai Nagar Ananthapur,515001,Orthopedic Hospital or Clinic,Private,4.7
1299,Dr. Anji Reddy Multi-Speciality Hospital Pvt Ltd,Andhra Pradesh,Guntur,"16/682, Piduguralla Main Road.",522413,Eye Hospital or Ophthalmology Clinic,Voluntary non-profit ,4.5
1300,Dr. Arvind Vision Care,Tamilnadu,Chennai,"#61, Reddy Palayam Road, Mogappair West, Chennai, Tamilnadu",600037,Dental Clinic,Government,4.5
1301,Dr. Ashish Dave Eye Hospital,Gujarat,Ahmedabad,"'Aakash' Complex, Station Road, Maninagarahmedabad-380008.",380008,"ENT Clinic -Ear, Nose, and Throat",Private,4.8
1302,Dr. Ashit Shah Eye Hospital,Gujarat,Ahmedabad,"# 202, Shaival Complex, Opp:Chandanbala Tower, Paldipaldi, Ahmedabad-380007.",380007,Cancer Treatment Center or Oncology Hospital,Government,3.4
1303,Dr. Ashok Mittal Hospital,Rajasthan,Ajmer,"# 249-A,Main Road, Vaishali Nagar.",305006,Eye Hospital or Ophthalmology Clinic,Voluntary non-profit ,4.5
1304,Dr. Ashok Patil Clinic,Maharashtra,Sangli,"Kinikar Patil Estate, Vishrambag,Sangli",416415,Pediatric Hospital,Voluntary non-profit ,4.9
